627526,1,AddingAttachmenttoSupplier,10/11/2017 12:40:29 PM,Passed,10/11/2017 12:30:00 PM,basic.step,Purchasing,,,,
"Page",Record ID,Playback Time (sec),Result,"Summary",Type,
"Initialize Total (sec)",,94088,Passed,"",basic.init,
"Launch Browser: InternetExplorer 10.0.9200.17609",,2131,Passed,"",basic.step,
"Call Function: EBS_Reusable_Methods.login_EBS",,18211,Passed,"",basic.stepGroup,
"Launch Browser: InternetExplorer 10.0.9200.17609",,1451,Passed,"",basic.step,
"Think: 0 (sec).",,21,Passed,"",basic.comment,
"[1] Import Excel",,11255,Passed,"",basic.stepGroup,
"Info",,1,Passed,"Comments: selected environment is ++ ",basic.comment,
"Info",,0,Passed,"Comments: oatsuser",basic.comment,
"Navigate https://erpint.fin.yahoo.com:8000/",2,70,Passed,"",ft.action,
"Think: 10 (sec).",,10019,Passed,"",basic.comment,
"SetText textBox(""@id='usernameField'"") oatsuser",,149,Passed,"",ft.action,
"SetPassword textBox(""@id='passwordField'"") ******",,34,Passed,"",ft.action,
"Click button(""@index='0'"")",,106,Passed,"",ft.action,
"WaitForPage https://erpint.fin.yahoo.com:8000/OA_HTML/AppsLocalLogin.jsp",,436,Passed,"",web.pageComplete,
"Call Function: EBS_Reusable_Methods.expand_NodeFromList",,42618,Passed,"",basic.stepGroup,
"Think: 0 (sec).",,20,Passed,"",basic.comment,
"[3] Expand Node from the List",,938,Passed,"",basic.stepGroup,
"Click element(""@text='System Administrator'"")",,893,Passed,"",ft.action,
"Think: 0 (sec).",,19,Passed,"",basic.comment,
"[3] Expand Node from the List",,2468,Passed,"",basic.stepGroup,
"Click element(""@text='Concurrent'"")",,2373,Passed,"",ft.action,
"Think: 0 (sec).",,21,Passed,"",basic.comment,
"[4] Click on the link under the Node",,844,Passed,"",basic.stepGroup,
"WaitForPage https://erpint.fin.yahoo.com:8000/OA_HTML/OA.jsp?OAFunc=OAHOMEPAGE#dummyAnchor",,414,Passed,"",web.pageComplete,
"Frame (URL=https://erpint.fin.yahoo.com:8000/OA_HTML/cabo/images/skyros/t.htm)",,0,Passed,"",web.frame,
"Frame (URL=https://erpint.fin.yahoo.com:8000/OA_HTML/blank.html)",,0,Passed,"",web.frame,
"Click element(""@text='Requests'"")",,275,Passed,"",ft.action,
"Close window(""@name='JOBS_QF'"")",,20410,Passed,"",ft.action,
"Activate window(""@name='NAVIGATOR'"")",,13,Passed,"",ft.action,
"Think: 10 (sec).",,10019,Passed,"",basic.comment,
"Iteration Total (sec)",,533062,Passed,"",basic.iteration,
